Symbol,Name,Inception,Structure,Tracks This Index,Index Description,Category,Provider,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,Asset Class,Asset Class Size,Asset Class Style,Region,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Health Care,Industrials,Real Estate,Technology,Utilities,Leveraged,Inverse,Top Holdings,Chart,,,,,,,,,,,,,
SEA,Shipping ETF,2010-11-06,ETF,Dow Jones Global Shipping Index,The index measures the stock performance of high dividend-paying companies in the global shipping industry.,Transportation Equities,Guggenheim,0.65%,$0.11,1.96%,$95.90 ,4.5," 	64,358 ", 	1.66 ,Equity,,,Global,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
SEF,Short Financials,2008-06-10,ETF,Dow Jones U.S. Financials Index (-100%),"ProShares Short Financials seeks daily investment results, before fees and expenses, that correspond to the inverse (opposite) of the daily performance of the Dow Jones U.S. Financials Index.",Inverse Equities,ProShares,0.95%,$3.44,,$29.50 ,1.4," 	27,058 ", 	(1.25),Equity,,,North America,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
SGG,Dow Jones-UBS Sugar Subindex Total Return ETN,2008-06-24,ETN,Dow Jones-UBS Sugar Subindex Total Return,The Dow Jones-UBS Sugar Subindex Total Return is a single-commodity sub-index currently consisting of one futures contract on the commodity of sugar.,Agricultural Commodities,Barclays iPath,0.75%,,,$30.40 ,0.6," 	18,030 ", 	(1.36),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SGOL,Physical Swiss Gold Shares,2009-09-09,Grantor Trust,Gold Bullion,This ETF is designed to track the spot price of gold bullion,Precious Metals,ETF Securities,0.39%,,,"$1,050.90 ",8.8," 	51,281 ", 	(1.84),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SH,Short S&P500,2006-06-19,ETF,S&P 500 Index (-100%),"ProShares Short S&amp;P 500 seeks daily investment results, before fees and expenses, that correspond to the inverse (opposite) of the daily performance of the S&amp;P500 Index.",Inverse Equities,ProShares,0.95%,$11.98,,"$1,461.50 ",57.7," 	3,349,558 ", 	(1.00),Equity,Large-Cap,Blend,North America,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
SHM,SPDR Barclays Short Term Municipal Bond ETF,2007-10-10,ETF,Barclays Capital Managed Money Municipal Short Term Index,"The Barclays Capital Managed Money Municipal Short Term Index is a rules-based, market-value weighted index comprised of publicly traded municipal bonds that cover the U.S. dollar denominated short term tax exempt bond market, including state and local general obligation bonds, revenue bonds, insured bonds, and pre-refunded bonds",National Munis,State Street SPDR,0.20%,$0.02,1.09%,"$2,089.50 ",86.2," 	558,838 ", 	0.10 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SHV,Short Treasury Bond ETF,2007-01-05,ETF,Barclays Capital U.S. Short Treasury Bond Index,The index measures the performance of U.S. Treasury securities that have a remaining maturity between one and twelve months.,Money Market,iShares,0.15%,$0.00,0.01%,"$2,876.70 ",26.1," 	756,309 ", 	0.01 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SHY,1-3 Year Treasury Bond ETF,2002-07-22,ETF,Barclays Capital U.S. 1-3 Year Treasury Bond Index,The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least one year and less than three years.,Government Bonds,iShares,0.15%,$0.02,0.26%,"$8,208.20 ",97.3," 	1,022,969 ", 	(0.06),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SHYG,0-5 Year High Yield Corporate Bond ETF,2013-10-15,ETF,Markit iBoxx USD Liquid High Yield 0-5 Index,The index is designed to provide exposure to the short-term U.S. dollar-denominated high yield corporate bonds.,High Yield Bonds,iShares,0.50%,$0.25,0.50%,$25.10 ,0.5,, 	0.20 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SIJ,UltraShort Industrials,2007-01-30,ETF,Dow Jones U.S. Industrials Index (-200%),The index measures the performance of the industrial sector of the U.S. equity market.,Leveraged Equities,ProShares,0.00%,$47.90,,$3.20 ,0.2," 	7,581 ", 	(2.30),Equity,,,North America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
SIL,Silver Miners ETF,2010-04-19,ETF,Solactive Global Silver Miners Index,"The index is designed to reflect the performance of the silver mining industry. It is comprised of common stocks, ADRs and GDRs of selected companies globally that are actively engaged in some aspect of the silver mining industry such as silver mining, refining or exploration.",Commodity Producers Equities,Global X,0.65%,$0.20,1.82%,$190.90 ,17.2," 	155,962 ", 	(3.48),Equity,,,Global,99.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
SILJ,PureFunds ISE Junior Silver ETF,2012-11-29,ETF,,This ETF is not linked to a specific benchmark.,Commodity Producers Equities,FactorShares,0.69%,,,$1.40 ,0.2," 	4,350 ", 	(3.04),Equity,Small-Cap,,Global,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
SINF,UltraPro Short 10 Year TIPS/TSY Spread,2012-02-08,ETF,Dow Jones Credit Suisse 10-Year Inflation Breakeven Index (-300%),"The index tracks the performance of long positions in the most recently issued 10-year Treasury Inflation-Protected Securities (TIPS) bond and duration-adjusted short positions in U.S. Treasury notes of the closest maturity. The difference in yield between these instruments (Treasury yield minus TIPS yield) is commonly referred to as a breakeven rate of inflation (BEI), The BEI is considered to be a measure of the market’s expectations for inflation over the next ten years.",Long-Short,ProShares,0.75%,$0.03,0.27%,$2.10 ,0.1," 	1,025 ", 	2.94 ,Alternatives,,,,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
SIVR,Physical Silver Shares,2009-07-24,Grantor Trust,Silver Bullion,This ETF is designed to track the spot price of silver bullion,Precious Metals,ETF Securities,0.30%,,,$353.70 ,18," 	112,470 ", 	(2.77),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SIZE,MSCI USA Size Factor ETF,2013-04-16,ETF,MSCI USA Risk Weighted Index,"The index is based on a traditional market cap weighted parent index, the MSCI USA Index, which includes US large and mid cap stocks. The index reweights each security of the parent index using a rules-based methodology so that stocks with relatively smaller average market capitalization and lower risk weightings based on the index provider's methodology constitute a higher percentage of the index. The risk weighting of each security is calculated using the inverse of its historical variance, estimated based on three years of weekly return data. The index seeks to provide negative exposure to two systematic factors, the size factor and volatility factor, by emphasizing stocks with smaller average market capitalization and lower realized volatility than its parent index.",All Cap Equities,iShares,0.15%,$0.32,1.41%,$120.50 ,2.1, 	594 , 	1.38 ,Equity,Multi-Cap,Blend,North America,3.51%,3.26%,11.35%,13.72%,4.97%,12.92%,11.29%,11.16%,5.30%,9.26%,13.09%,,,click,click,,,,,,,,,,,,,
SJB,Short High Yield,2011-03-22,ETF,iBoxx $ Liquid High Yield Index (-100%),The index is designed to provide a broad representation of the U.S. dollar-denominated high yield liquid corporate bond market.,Inverse Bonds,ProShares,0.95%,,,$51.60 ,1.8," 	23,923 ", 	(0.57),Bond,,,,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
SJNK,SPDR Barclays Capital Short Term High Yield Bond ETF,2012-03-15,ETF,Barclays Capital US High Yield 350mn Cash Pay 0-5 Yr 2% Capped Index,The index includes short-term publicly issued U.S. dollar-denominated high yield corporate bonds.,High Yield Bonds,State Street SPDR,0.40%,$0.13,5.47%,"$3,027.10 ",98.7," 	1,011,389 ", 	0.23 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SKF,UltraShort Financials,2007-01-30,ETF,Dow Jones U.S. Financials Index (-200%),"ProShares UltraShort Financials seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the Dow Jones U.S. Financials Index",Leveraged Equities,ProShares,0.95%,$0.18,,$93.00 ,5.3," 	441,291 ", 	(2.43),Equity,,,North America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
SKOR,IQ South Korea Small Cap ETF,2010-04-14,ETF,IQ South Korea Small Cap Index,The market cap-weighted Index seeks to provide investors with a means of tracking the overall performance of the small capitalization sector of publicly traded companies domiciled and primarily listed on an exchange in South Korea.,Asia Pacific Equities,IndexIQ,0.79%,$0.52,2.21%,$5.80 ,0.3," 	3,650 ", 	(2.00),Equity,Small-Cap,,Developed Asia Pacific,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SKYY,ISE Cloud Computing Index Fund,2011-07-05,ETF,ISE Cloud Computing Index,The index is a modified equal-dollar weighted index designed to track the performance of companies actively involved in the cloud computing industry.,Technology Equities,First Trust,0.60%,$0.00,0.01%,$163.60 ,6.2," 	54,206 ", 	1.51 ,Equity,,,Global,0.00%,0.00%,9.84%,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,89.01%,0.00%,,,click,click,,,,,,,,,,,,,
SLQD,0-5 Year Investment Grade Corporate Bond ETF,2013-10-15,ETF,Markit iBoxx USD Liquid Investment Grade 0-5 Index,The index is designed to reflect the performance of short term U.S. dollar-denominated investment-grade corporate debt.,Corporate Bonds,iShares,0.15%,$0.07,0.13%,$10.00 ,0.2,, 	(0.13),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SLV,Silver Trust,2006-04-21,Grantor Trust,Silver Bullion,This ETF is designed to track the spot price of silver bullion,Precious Metals,iShares,0.50%,,,"$6,374.00 ",332.5," 	7,634,862 ", 	(2.82),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SLVO,Silver Shares Covered Call ETN,2013-04-17,ETN,Credit Suisse NASDAQ Silver FLOWS 106 Index,The index seeks to implement a &quot;covered call&quot; investment strategy by maintaining a notional long position in shares of the iShares Silver Trust (SLV) while notionally selling monthly out-of-the-money call options on that position.,Precious Metals,Credit Suisse,0.65%,$0.20,11.20%,$0.00 ,0," 	19,575 ", 	(2.74),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SLVP,MSCI Global Silver Miners ETF,2012-01-31,ETF,MSCI ACWI Select Silver Miners Investable Market Index,"This index measures the equity performance of companies in both developed and emerging markets that derive the majority of their revenues from silver mining. Additionally, the index screens may include companies that are in the exploration phase of silver or involved in the production of other precious metals. The index utilizes the MSCI 25/50 methodology.",Commodity Producers Equities,iShares,0.39%,$0.13,1.73%,$7.30 ,0.7," 	17,467 ", 	(3.90),Equity,,,Global,96.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
SLX,Market Vectors Steel Index ETF Fund,2006-10-10,ETF,NYSE Arca Steel Index,"The Index provides exposure to publicly traded companies primarily involved in a variety of activities that are related to steel production, including the operation of manufacturing mills, fabrication of steel products, or the extraction and reduction of iron ore.",Commodity Producers Equities,Van Eck,0.55%,$0.98,1.99%,$126.40 ,2.6," 	79,500 ", 	1.75 ,Equity,,,Global,78.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.74%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
SLY,SPDR S&P 600 Small Cap ETF,2005-08-11,ETF,S&P SmallCap 600 Index,The index measures the performance of the small capitalization sector of the U.S. equity market.,Small Cap Blend Equities,State Street SPDR,0.20%,$0.23,1.19%,$420.80 ,4.1," 	30,525 ", 	1.29 ,Equity,Small-Cap,Blend,North America,6.06%,0.36%,16.59%,4.56%,3.68%,12.83%,9.99%,16.96%,7.56%,17.53%,3.74%,,,click,click,,,,,,,,,,,,,
SLYG,SPDR S&P 600 Small Cap Growth ETF,2000-09-25,ETF,S&P SmallCap 600 Growth Index,The index consists of growth stocks in the S&amp;P SmallCap 600 Index.,Small Cap Growth Equities,State Street SPDR,0.25%,$0.33,1.10%,$348.70 ,2," 	10,827 ", 	1.46 ,Equity,Small-Cap,Growth,North America,5.28%,0.38%,17.59%,4.02%,3.22%,11.11%,14.17%,15.17%,7.13%,21.64%,0.20%,,,click,click,,,,,,,,,,,,,
SLYV,SPDR S&P 600 Small Cap Value ETF,2000-09-25,ETF,S&P SmallCap 600 Value Index,The index consists of value companies in the S&amp;P 600.,Small Cap Value Equities,State Street SPDR,0.25%,$0.28,1.35%,$249.80 ,2.4," 	10,067 ", 	1.32 ,Equity,Small-Cap,Value,North America,6.80%,0.35%,15.61%,5.09%,4.14%,14.50%,5.97%,18.61%,7.97%,13.57%,7.12%,,,click,click,,,,,,,,,,,,,
SMB,Market Vectors Short Municipal Index ETF,2008-02-22,ETF,Barclays Capital AMT-Free Short Continuous Municipal Index,The Index provides broad exposure to investment-grade municipal bonds with a nominal maturity of 1-6 years.,National Munis,Van Eck,0.20%,$0.02,1.32%,$221.50 ,12.7," 	75,986 ", 	0.33 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SMDD,UltraPro Short MidCap400,2010-02-09,ETF,S&P MidCap 400 Index (-300%),The index measures the performance of the mid capitalization sector of the U.S. equity market.,Leveraged Equities,ProShares,0.95%,,,$5.20 ,0.4," 	16,166 ", 	(3.54),Equity,Mid-Cap,Blend,North America,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
SMDV,Small & Mid Cap Defensive Value ETF,tag not found,ETF,Russell Small & Mid Cap Defensive Value Index,"The index is designed to select securities intended to produce performance that is similar to professional investment managers following a small to mid-cap defensive value investment discipline. This discipline focuses on companies that are attractively valued relative to peers and that have strong balance sheets and consistent earnings as a means of providing defensive exposure. To ensure a small to mid cap set of constituents, the index begins with the Russell 3000 Index and removes the largest and smallest constituents by market cap. The Index includes companies with: (1) consistent earnings as measured by average to low earnings per share volatility over the past five years; (2) stable balance sheets as measured by average to low debt to equity for the prior quarter; and (3) efficient asset utilization as measured by average to high return on assets.",Mid Cap Value Equities,Russell,0.45%,,,$0.00 ,0,,,Equity,Mid-Cap,Value,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SMH,Market Vectors Semiconductor ETF,2011-12-20,ETF,Market Vectors US Listed Semiconductor 25 Index,"The index is a rules-based index intended to track the overall performance of 25 of the largest U.S. listed, publicly traded semiconductor companies.",Technology Equities,Van Eck,0.35%,$0.66,1.57%,$299.40 ,7.1," 	1,172,911 ", 	1.11 ,Equity,,,North America,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.06%,0.00%,,,click,click,,,,,,,,,,,,,
SMIN,MSCI India Small Cap Index Fund,2012-02-08,ETF,MSCI India Small Cap Index,"The Underlying Index is designed to measure the performance of equity securities of small capitalization companies whose market capitalization represents the bottom 14% of companies in the Indian securities market. Component companies include consumer discretionary, financial and industrial companies. The component companies may change over time.",Emerging Markets Equities,iShares,0.74%,$0.12,0.56%,$5.30 ,0.3," 	2,464 ", 	3.88 ,Equity,Small-Cap,Blend,Emerging Asia Pacific,11.38%,0.93%,18.98%,8.23%,1.36%,21.40%,6.45%,6.84%,3.38%,9.44%,4.38%,,,click,click,,,,,,,,,,,,,
SMLV,SPDR Russell 2000 Low Volatility ETF,2013-02-20,ETF,Russell 2000 Low Volatility Index,The index is designed to deliver exposure to low volatility by investing in small cap equity securities. Volatility is a measure of a security,Small Cap Blend Equities,State Street SPDR,0.25%,$0.92,2.72%,$7.10 ,0.1," 	3,770 ", 	1.20 ,Equity,Small-Cap,,North America,3.16%,0.00%,7.00%,6.12%,1.11%,18.00%,5.92%,11.57%,19.84%,7.31%,19.10%,,,click,click,,,,,,,,,,,,,
SMMU,Short Term Municipal Bond Strategy Fund,2010-02-01,ETF,,This ETF is not linked to a specific benchmark.,National Munis,PIMCO,0.35%,$0.01,0.63%,$78.40 ,1.6," 	7,141 ", 	0.19 ,Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SMN,UltraShort Basic Materials,2007-01-30,ETF,Dow Jones U.S. Basic Materials Index (-200%),"ProShares UltraShort Basic Materials seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the Dow Jones U.S. Basic Materials Index",Leveraged Equities,ProShares,0.95%,$26.59,,$19.50 ,0.6," 	38,417 ", 	(2.41),Equity,,,North America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
SNLN,Pyxis/iBoxx Senior Loan ETF,2012-11-07,ETF,Markit iBoxx USD Liquid Leveraged Loan Index,"This Index is comprised of about 100 of the most liquid, tradable leveraged loans, as identified by Markit’s Loans Liquidity service.",High Yield Bonds,Pyxis,0.55%,$0.08,5.02%,$127.60 ,6.4," 	34,803 ", 	0.24 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
SOCL,Social Media Index ETF,2011-11-15,ETF,Solactive Social Media Index,"The index tracks the equity performance of the largest and most liquid companies involved in the social media industry, including companies that provide social networking, file sharing, and other web-based media applications.",Technology Equities,Global X,0.65%,$0.11,0.52%,$124.10 ,5.9," 	242,497 ", 	2.88 ,Equity,,,Global,0.00%,0.00%,14.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,85.43%,0.00%,,,click,click,,,,,,,,,,,,,
SOXL,Daily Semiconductor Bull 3x Shares,2010-03-11,ETF,PHLX Semiconductor Index (300%),The PHLX Semiconductor Sector Index tracks the performance of U.S. semiconductor makers and equipment manufacturers.,Leveraged Equities,Direxion,0.95%,$0.01,0.03%,$56.90 ,0.9," 	81,308 ", 	3.88 ,Equity,Large-Cap,,North America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TAGS,Agricultural Fund,2012-03-28,Commodity Pool,Agricultural Commodity Futures,"This ETF consists of positions in four other agricultural ETFs targeting corn (CORN), wheat (WEAT), soybeans (SOYB), and sugar (CANE).",Agricultural Commodities,Teucrium,0.32%,,,$1.90 ,0.1," 	2,521 ", 	(4.49),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TAN,Solar ETF,2008-04-15,ETF,MAC Global Solar Energy Index,"The Index is designed to track companies within the following business segments of the solar energy industry: companies that produce solar power equipment and products for end-users, companies that produce fabrication products (such as the equipment used by solar cell and module producers to manufacture solar power equipment) or services (such as companies specializing in the solar cell manufacturing or the provision of consulting services to solar cell and module producers) for solar power equipment producers, companies that supply raw materials or components to solar power equipment producers or integrators; companies that derive a significant portion of their business from solar power system sales, distribution, installation, integration or financing; and companies that specialize in selling electricity derived from solar power.",Alternative Energy Equities,Guggenheim,0.65%,$1.42,4.10%,$289.10 ,8.3," 	638,559 ", 	(4.02),Equity,,,Global,1.84%,0.00%,1.25%,0.00%,0.00%,0.00%,0.00%,4.05%,0.00%,86.01%,6.85%,,,click,click,,,,,,,,,,,,,
TBF,Short 20+ Year Treasury,2009-08-18,ETF,Barclays Capital U.S. 20+ Year Treasury Index (-100%),The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 20 years.,Inverse Bonds,ProShares,0.95%,,,"$1,709.60 ",51.9," 	779,658 ", 	1.22 ,Bond,,,,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
TBT,UltraShort Barclays 20+ Year Treasury,2008-04-29,ETF,Barclays Capital U.S. 20+ Year Treasury Index (-200%),The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 20 years.,Leveraged Bonds,ProShares,0.95%,$0.17,,"$4,554.40 ",57.3," 	3,469,997 ", 	2.44 ,Bond,,,,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
TBX,Short 7-10 Year Treasury,2011-04-05,ETF,Barclays Capital U.S. 7-10 Year Treasury Index (-100%),The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least seven years and less than 10 years.,Inverse Bonds,ProShares,0.95%,,,$81.00 ,2.4," 	27,778 ", 	0.56 ,Bond,,,,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
TCHI,China Trendpilot ETN,2012-04-19,ETN,RBS China Trendpilot Index,"The Index utilizes a systematic trend-following strategy to provide exposure to either the BNY Mellon China Select ADR Total Return Index (the “Benchmark Index”) or the yield on a hypothetical notional investment in 3-month U.S. Treasury bills as of the most recent weekly auction (the “Cash Rate”), depending on the performance of the Benchmark Index on a simple historical moving average basis.",China Equities,RBS,1.10%,,,$4.70 ,0.2," 	3,544 ", 	(6.48),Equity,,,Emerging Asia Pacific,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TDD,db-X 2010 Target Date Fund,2007-10-01,ETF,Zacks 2010 Lifecycle Index,"The index follows a passively managed, rules based methodology comprised of publicly traded common stock, bonds and ADRs. The index represents a portfolio designed for persons expecting to retire in 2010.",Target Retirement Date,Deutsche Asset &amp; Wealth Management,0.65%,$0.07,0.28%,$10.10 ,0.4, 	697 , 	5.44 ,Multi-Asset,,,Global,0.82%,0.88%,2.43%,1.70%,2.20%,3.42%,2.38%,2.01%,0.83%,2.93%,0.33%,,,click,click,,,,,,,,,,,,,
TDIV,NASDAQ Technology Dividend Index Fund,2012-08-14,ETF,NASDAQ Technology Dividend Index,"The Index includes up to 100 Technology and Telecommunications companies that pay a regular or common dividend. To be selected for the Index, a company must be classified as a Technology or Telecommunications company under the Industry Classification Benchmark (“ICB”) and have a minimum market capitalization of $500 million. International securities included in the Index are U.S.-listed securities of non-U.S. companies, some of which may be located in emerging markets. At each quarter, the Index is rebalanced such that the Technology securities are given a collective weight of 80% and the Telecommunications securities are given a collective weight of 20%.",Technology Equities,First Trust,0.50%,$0.15,2.33%,$277.60 ,11.4," 	83,113 ", 	1.07 ,Equity,,,North America,0.00%,20.02%,0.00%,0.00%,0.00%,0.00%,0.00%,1.28%,0.00%,78.21%,0.00%,,,click,click,,,,,,,,,,,,,
TDTF,iBoxx 5-Year Target Duration TIPS Index Fund,2011-09-22,ETF,iBoxx 5-Year Target Duration TIPS Index,"The index reflects the performance of a selection of inflation protected public obligations of the U.S. Treasury, commonly known as &quot;TIPS,&quot; with a targeted average duration of approximately five years.",Inflation-Protected Bonds,FlexShares,0.20%,$0.03,0.53%,$363.80 ,14.7," 	67,588 ", 	(0.32),Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TDTT,iBoxx 3-Year Target Duration TIPS Index Fund,2011-09-22,ETF,iBoxx 3-Year Target Duration TIPS Index,"The index reflects the performance of a selection of inflation protected public obligations of the U.S. Treasury, commonly known as &quot;TIPS,&quot; with a targeted average duration of approximately three years.",Inflation-Protected Bonds,FlexShares,0.20%,$0.05,0.19%,"$1,998.00 ",80.3," 	216,361 ", 	(0.16),Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TDV,db-X 2040 Target Date Fund,2007-10-01,ETF,Zacks 2040 Lifecycle Index,"The index follows a passively managed, rules based methodology comprised of publicly traded common stock, bonds and ADRs. The index represents a portfolio designed for persons expecting to retire in 2040.",Target Retirement Date,Deutsche Asset &amp; Wealth Management,0.65%,$0.40,1.43%,$33.70 ,1.2," 	2,825 ", 	2.81 ,Multi-Asset,,,Global,3.90%,4.12%,11.66%,7.92%,9.85%,16.54%,11.52%,9.32%,3.83%,14.49%,1.73%,,,click,click,,,,,,,,,,,,,
TECL,Daily Technology Bull 3x Shares,2008-12-17,ETF,Technology Select Sector Index (300%),The Technology Select Sector Index includes companies from the following industries: computers &amp; peripherals; software; diversified telecommunication services; communications equipment; semiconductor &amp; semiconductor equipment; internet software &amp; services; IT services; wireless telecommunication services; electronic equipment &amp; instruments; and office electronics.,Leveraged Equities,Direxion,0.95%,$0.84,,$135.00 ,1.5," 	79,694 ", 	2.91 ,Equity,,,North America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TECS,Daily Technology Bear 3x Shares,2008-12-17,ETF,Technology Select Sector Index (-300%),The Technology Select Sector Index includes companies from the following industries: computers &amp; peripherals; software; diversified telecommunication services; communications equipment; semiconductor &amp; semiconductor equipment; internet software &amp; services; IT services; wireless telecommunication services; electronic equipment &amp; instruments; and office electronics.,Leveraged Equities,Direxion,0.95%,,,$17.50 ,0.8," 	38,178 ", 	(2.96),Equity,,,North America,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
TFI,SPDR Barclays Municipal Bond,2007-09-11,ETF,Barclays Capital Municipal Managed Money Index,"The Barclays Capital Municipal Managed Money Index is a rules-based, market-value weighted index engineered for the tax exempt bond market. All bonds in the National Municipal Bond Index must be rated Aa3/AA- or higher by at least two of the following statistical ratings agencies: Moody's, S&amp;P and Fitch.",National Munis,State Street SPDR,0.20%,$0.05,2.73%,$906.70 ,40.1," 	322,009 ", 	(0.34),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TGR,Target Date Retirement Income ETF,2008-11-04,ETF,S&P Target Date Retirement Income Index,The Index seeks to represent investment opportunity generally available in target date funds through an asset allocation which targets an immediate retirement horizon.,Target Retirement Date,iShares,0.29%,$0.03,1.72%,$11.50 ,0.4," 	14,378 ", 	0.39 ,Multi-Asset,,,Global,1.39%,1.11%,3.38%,2.68%,2.43%,4.67%,3.11%,3.24%,1.04%,3.72%,1.00%,,,click,click,,,,,,,,,,,,,
THD,MSCI Thailand Capped ETF,2008-03-26,ETF,MSCI Thailand Investable Market Index,The index measures the performance of the Thai equity market.,Emerging Markets Equities,iShares,0.62%,$0.54,3.00%,$505.90 ,7.6," 	215,484 ", 	(2.19),Equity,,,Emerging Asia Pacific,6.16%,9.65%,5.62%,8.56%,16.72%,30.51%,2.18%,9.46%,6.12%,1.78%,1.90%,,,click,click,,,,,,,,,,,,,
THHY,Market Vectors Treasury-Hedged High Yield Bond ETF,2013-03-21,ETF,Market Vectors US Treasury-Hedged High Yield Bond Index,"The index is designed  to provide exposure to below investment grade corporate bonds, denominated in U.S. dollars; that are, through the use of Treasury notes, hedged against rising interest rates.",High Yield Bonds,Van Eck,1.45%,$0.09,1.95%,$10.10 ,0.4, 	905 , 	1.50 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TILT,Morningstar US Market Factor Tilt Index Fund,2011-09-22,ETF,Morningstar US Market Factor Tilt Index,"The index reflects the performance of a selection of U.S. equity securities that is designed to provide broad exposure to the overall U.S. equities market, with a slightly weighted tilt to small-capitalization stocks and value stocks. Small-capitalization and value stocks in the index are weighted slightly more than such stocks would be in an index that is solely market-capitalization weighted.",All Cap Equities,FlexShares,0.27%,$0.66,0.83%,$519.90 ,6.5," 	19,583 ", 	1.14 ,Equity,Multi-Cap,Blend,North America,4.38%,2.61%,13.47%,7.28%,7.63%,16.05%,10.97%,14.21%,4.77%,14.88%,3.02%,,,click,click,,,,,,,,,,,,,
TIP,TIPS Bond ETF,2003-12-04,ETF,Barclays Capital U.S. Treasury Inflation Protected Securities (TIPS) Index (Series-L),"The index includes all publicly issued, U.S. Treasury inflation-protected securities that have at least one year remaining to maturity, are rated investment grade, and have $250 million or more of outstanding face value.",Inflation-Protected Bonds,iShares,0.20%,$0.09,1.16%,"$12,571.00 ",114.5," 	620,444 ", 	(0.51),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TIPX,SPDR Barclays 1-10 Year TIPS ETF,2013-05-30,ETF,Barclays Capital 1-10 Year U.S. TIPS Index,The index is comprised of U.S. Treasury inflation-indexed securities with maturities between one and ten years.,Government Bonds,State Street SPDR,0.15%,$0.01,0.14%,$9.60 ,0.5," 	4,713 ", 	(0.43),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
